datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordNumber	collectionCode	recordedBy	individualCount	sex	lifestage	occurrenceStatus	disposition	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	locality	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_105		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	284		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.243	76.868	WGS84	110	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_106		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	285		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.243	76.868	WGS84	110	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_107		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	286		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.243	76.868	WGS84	110	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_108		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	287		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.243	76.868	WGS84	110	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_109		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	288		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.243	76.868	WGS84	110	Kim L.V.	2021		769	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_110		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	289		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Agyneta	fuscipalpus	(C.L.Koch, 1836)	Agyneta fuscipalpus (C.L.Koch, 1836)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_111		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	290		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_112		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	292		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_113		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	293		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_114		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	294		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_115		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	295		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_116		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	296		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District		43.245	76.868	WGS84	110	Kim L.V.	2021		775	781	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_117		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	298		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Stemonyphantes	lineatus	(Linnaeus, 1758)	Stemonyphantes lineatus (Linnaeus, 1758)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_118		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	300		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Cheiracanthiidae	Cheiracanthium	virescens	(Sundevall, 1833)	Cheiracanthium virescens (Sundevall, 1833)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_119		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	317		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	schmidti	(Hahn, 1835)	Alopecosa schmidti (Hahn, 1835)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_120		IZRK_Ara	Kim L.V.	1	female	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	318		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	schmidti	(Hahn, 1835)	Alopecosa schmidti (Hahn, 1835)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_121		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	320		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_122		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	321		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_123		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	322		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_124		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	323		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	taeniopus	(Kulczyński, 1895)	Alopecosa taeniopus (Kulczyński, 1895)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_125		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	326		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Aelurillus	v-insignitus	(Clerck, 1757)	Aelurillus v-insignitus (Clerck, 1757)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_126		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	330		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_127		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	331		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_128		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	333		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_129		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	334		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_130		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	335		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_131		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	336		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Xysticus	pseudocristatus	Azarkina & Logunov, 2001	Xysticus pseudocristatus Azarkina & Logunov, 2001	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_132		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	338		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_133		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	339		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_134		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	340		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 2: IZRK collection data	PhysicalObject	PreservedSpecimen	2025-10-20	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	IZRK_spiders_135		IZRK_Ara	Kim L.V.	1	male	adult	present	in collection		2021-04-20	2021	4	20		pitfall traps	341		Asia	KZ	Kazakhstan	Almaty Region	Almaty (Alma-Ata) District	Sairan reservoir, W coast	43.239	76.866	WGS84	110	Kim L.V.	2021		789	806	KATO: 750000000	Animalia	Arthropoda	Arachnida	Araneae	Thomisidae	Ozyptila	scabricula	(Westring, 1851)	Ozyptila scabricula (Westring, 1851)	SPECIES	Kim L.V.	2021		
