datasetName	type	basisOfRecord	modified	language	license	bibliographicCitation	references	rightsHolder	institutionID	institutionCode	dynamicProperties	occurrenceID	occurrenceStatus	individualCount	sex	lifeStage	recordedBy	catalogNumber	occurrenceRemarks	associatedReferences	eventDate	verbatimEventDate	habitat	samplingProtocol	eventRemarks	continent	countryCode	country	verbatimLocality	verbatimCoordinates	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	minimumElevationInMeters	maximumElevationInMeters	kingdom	phylum	class	order	family	genus	scientificName	verbatimIdentification	taxonRank	typeStatus	identifiedBy	dateIdentified	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0910	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0910	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Steatoda	Steatoda albomaculata (De Geer, 1778)	Steatoda albomaculata (De Geer, 1778)	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0911	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0911	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata Sundevall, 1833	Pirata	GENUS		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0912	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0912	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	Pardosa turkestanica (Roewer, 1951)	Pardosa turkestanica (Roewer, 1951)	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0913	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0913	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	Pardosa Koch, 1847	Pardosa Koch, 1847	GENUS		Tleppaeva A.M.	1999	Provided as Pardosa c.f. agrestis
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0914	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0914	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	Pardosa nebulosa (Thorell, 1872)	Pardosa nebulosa (Thorell, 1872)	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0915	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0915	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	Pardosa jergeniensis Ponomarev, 1979	Pardosa jergeniensis Ponomarev, 1979	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0916	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0916	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	Pardosa italica Tongiorgi, 1966	Pardosa italica Tongiorgi, 1966	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0917	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0917	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Pachygnatha	Pachygnatha degeeri Sundevall, 1830	Pachygnatha degeeri Sundevall, 1830	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0918	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0918	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Pachygnatha	Pachygnatha clercki Sundevall, 1823	Pachygnatha clercki Sundevall, 1823	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0919	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0919	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Oedothorax	Oedothorax apicatus (Blackwall, 1850)	Oedothorax apicatus (Blackwall, 1850)	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0920	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0920	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Micaria	Micaria Westring, 1851	Micaria Westring, 1851	GENUS		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0921	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0921	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Hylyphantes	Hylyphantes Simon, 1884	Erigonidium	GENUS		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0922	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0922	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Erigone	Erigone dentipalpis (Wider, 1834)	Erigone dentipalpis (Wider, 1834)	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0923	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0923	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Erigone	Erigone atra Blackwall, 1833	Erigone atra Blackwall, 1833	SPECIES		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0924	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0924	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	Berlandina Dalmas, 1922	Berlandina Dalmas, 1922	GENUS		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0925	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0925	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Arctosa	Arctosa Koch, 1847	Arctosa stigmosa Koch, 1847	GENUS		Tleppaeva A.M.	1999	Provided as Arctosa cf. stigmosa
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин] lib_spiders_0926	https://faunistics.international/arachnolibrary/files/p2680_tleppaeva_1999.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_0926	present				Tleppaeva A.M.		Abundance is not provided	Тлеппаева А.М. 1999. Обзор мезофауны членистоногих, населяющих супралитораль водоемов юго-восточного Казахстана // Selevinia (1998–1999). Almaty: TETHYS. С.66–72 (рус., рез. англ.). [опр. А.А. Зюзин]	1994/1998	1994/1998	supralittoral			Asia	KZ	Kazakhstan	middle and lower reaches of Ili River, supralittoral; various localities of mountain reservoirs of the Trans-Ili Alatau	43.965134 N; 77.05574 E	43.96513	77.05574	WGS84	50	Nekhaeva A.A.	2025-04-22	444	446	Animalia	Arthropoda	Arachnida	Araneae	Linyphiidae	Agyneta	Agyneta Hull, 1911	Agyneta Hull, 1911	GENUS		Tleppaeva A.M.	1999	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Logunov D.V., Rakov S.Yu. 1998. Miscellaneous notes on Middle Asian jumping spiders (Aranei: Salticidae) // Arthropoda Selecta. Vol.7. No.2. P.117–144 lib_spiders_0973	https://faunistics.international/arachnolibrary/files/p3930_07_2_117_144_logunov_rakov.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_0973	present	2	female	adult	Logunov D.V. | Rakov S.Yu.			Logunov D.V., Rakov S.Yu. 1998. Miscellaneous notes on Middle Asian jumping spiders (Aranei: Salticidae) // Arthropoda Selecta. Vol.7. No.2. P.117–144	1984-08-29	1984-8-29				Asia	KZ	Kazakhstan	Almaty Area, Almaty, Almaty Area, Talgar Distr., Almaatinsky Reserve, middle reaches of Talgar River, 2800–2900 m a.s.l.	43.2167 N; 77.3324 E	43.22	77.33	WGS84	10000	Ishaeva A.	2025-04-20	2125	2127	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Sitticus	Sitticus Simon, 1901	Sitticus Simon, 1901	GENUS		Logunov D.V. | Rakov S.Yu.	1998	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Logunov D.V., Rakov S.Yu. 1998. Miscellaneous notes on Middle Asian jumping spiders (Aranei: Salticidae) // Arthropoda Selecta. Vol.7. No.2. P.117–144 lib_spiders_0974	https://faunistics.international/arachnolibrary/files/p3930_07_2_117_144_logunov_rakov.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""mountain""}"	lib_spiders_0974	present				Logunov D.V. | Wesołowska W.		Abundance is not provided	Logunov D.V., Rakov S.Yu. 1998. Miscellaneous notes on Middle Asian jumping spiders (Aranei: Salticidae) // Arthropoda Selecta. Vol.7. No.2. P.117–144	1995	1995				Asia	KZ	Kazakhstan	Almaty Area, Almaty, Almaatinsky Reserve	43.2167 N; 77.3324 E	43.22	77.33	WGS84	10000	Ishaeva A.	2025-04-20	2125	2127	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Attulus	Attulus talgarensis (Logunov & Wesołowska, 1993)	Sitticus talgarensis	SPECIES		Logunov D.V. | Rakov S.Yu.	1998	
