datasetName	type	basisOfRecord	modified	language	license	bibliographicCitation	references	rightsHolder	institutionID	institutionCode	dynamicProperties	occurrenceID	occurrenceStatus	individualCount	sex	lifeStage	recordedBy	catalogNumber	occurrenceRemarks	associatedReferences	eventDate	verbatimEventDate	habitat	samplingProtocol	eventRemarks	continent	countryCode	country	verbatimLocality	verbatimCoordinates	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	minimumElevationInMeters	maximumElevationInMeters	kingdom	phylum	class	order	family	genus	scientificName	verbatimIdentification	taxonRank	typeStatus	identifiedBy	dateIdentified	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1681	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1681	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1907	1907				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1682	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1682	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919	1919				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1683	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1683	present	2	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919	1919				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1684	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1684	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06-26/28	1920-6-26/1920-6-28				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1685	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1685	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06-26/28	1920-6-26/1920-6-28				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1686	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1686	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-10/20	1919-6-10/1919-6-20				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1687	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1687	present	1	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06	1920-6				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1688	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1688	present	5	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06	1920-6				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1689	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1689	present	3	female	subadult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1920-06	1920-6				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1690	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1690	present	2	male	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-01/10	1919-6-1/1919-6-10				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1691	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1691	present	2	female	subadult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-06-01/10	1919-6-1/1919-6-10				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1692	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1692	present	1	female	subadult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1919-05-15/31	1919-5-15/1919-5-31				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Oxyopes	Oxyopes lineatus Latreille, 1806	Oxyopes lineatus Latreille, 1806	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1693	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1693	present	1	female	subadult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1907-05	1907-5				Asia	KZ	Kazakhstan	Прибалхашье	45.758122 N; 75.435495 E	45.76	75.44	WGS84	50000	Kim L.V.	2025-04-29	355	357	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Evippa	Evippa Simon, 1882	Evippa Simon, 1882	GENUS		Spassky S.A. | Shnitnikov V.N.	1937	Subadult female provided as 'Evippa sp.?'
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1694	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1694	present	1	female	subadult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1913-05-01/05	1913-5-1/1913-5-5				Asia	KZ	Kazakhstan	между выселком Илийским и Чингильдами	43.991621 N; 77.225789 E	43.992	77.226	WGS84	10000	Kim L.V.	2025-04-29	677	679	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Evippa	Evippa Simon, 1882	Evippa Simon, 1882	GENUS		Spassky S.A. | Shnitnikov V.N.	1937	Subadult female provided as 'Evippa sp.?'
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1695	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1695	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1921-06-10/12	1921-6-10/1921-6-12				Asia	KZ	Kazakhstan	Алма-Ата и окрестности	43.289437 N; 76.994338 E	43.289	76.994	WGS84	6000	Kim L.V.	2025-04-29	745	747	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Pardosa	Pardosa turkestanica (Roewer, 1951)	Lycosa velox	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan). Part 1: Literature data	Text	MaterialCitation	2025-12-05	en|ru	CC-BY	Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане] lib_spiders_1696	https://faunistics.international/arachnolibrary/files/p2590_spassky_shnitnikov1937.pdf	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	https://scientific-collections.gbif.org/institution/7e82dc97-c81e-4361-845f-4338170452b2	https://zool.kz/	"{""occurrence"":""plain""}"	lib_spiders_1696	present	1	female	adult	Shnitnikov V.N.			Спасский С.А., Шнитников В.Н. 1937. Материалы к фауне пауков Казахстана // Е.Н. Павловский (отв. ред.). Мат-лы по вредителям животноводства и фауне преимущественно Южного Казахстана. Тр. Казахск. фил. АН СССР. М.–Л.: Изд-во АН СССР. Вып.2. С.264–300 (рус., рез. нем.). [на обложке и корешке указано: О вредителях животноводства в Казахстане]	1928-07	1928-7				Asia	KZ	Kazakhstan	Долина Б. Алматинки, Приютская колония	43.389326 N; 76.900957 E	43.39	76.90	WGS84	12500	Kim L.V.	2025-04-29	668	670	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Pardosa	Pardosa nebulosa (Thorell, 1872)	Lycosa orientalis	SPECIES		Spassky S.A. | Shnitnikov V.N.	1937	
