datasetName	type	basisOfRecord	modified	language	license	rightsHolder	institutionID	institutionCode	occurrenceID	recordedBy	recordNumber	individualCount	sex	lifestage	occurrenceStatus	disposition	occurrenceRemarks	verbatimEventDate	eventDate	year	month	day	habitat	samplingProtocol	fieldNumber	eventRemarks	continent	countryCode	country	stateProvince	county	location	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferencedBy	georeferencedDate	verbatimCoordinates	minimumElevationInMeters	maximumElevationInMeters	locationRemarks	kingdom	phylum	class	order	family	genus	specificEpithet	scientificNameAuthorship	species	scientificName	taxonRank	identifiedBy	dateIdentified	identificationRemarks	taxonRemarks
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_244	Yeszhanov A.B.	NA	3	male	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	626	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Ili river bank, abandoned station of the Mining Institute	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Larinioides	suspicax	(O.Pickard-Cambridge, 1876)	Larinioides suspicax	Larinioides suspicax (O.Pickard-Cambridge, 1876)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_245	Yeszhanov A.B.	NA	5	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	627	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Ili river bank, abandoned station of the Mining Institute	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Larinioides	suspicax	(O.Pickard-Cambridge, 1876)	Larinioides suspicax	Larinioides suspicax (O.Pickard-Cambridge, 1876)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_246	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-10-03	2021	10	3	Hilly semidesert	manual collecting	703	Egg sac 12.10.2021.	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Ili river bank, abandoned station of the Mining Institute	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Nomisia	aussereri	(L.Koch, 1872)	Nomisia aussereri	Nomisia aussereri (L.Koch, 1872)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_247	Yeszhanov A.B.	NA	3	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	manual collecting	624	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Ili river bank, abandoned station of the Mining Institute	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Pholcidae	Pholcus	ponticus	Thorell, 1875	Pholcus ponticus	Pholcus ponticus Thorell, 1875	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_248	Yeszhanov A.B.	NA	5	female	adult	present	in collection	NA	NA	2021-08-19	2021	8	19	Hilly semidesert	entomological net sweeping	631	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Ili river bank, abandoned station of the Mining Institute	43.953606	77.046389	WGS84	30	Yeszhanov A.B.	2021	NA	612	617	KATO: 191000000	Animalia	Arthropoda	Arachnida	Araneae	Tetragnathidae	Tetragnatha	montana	Simon, 1874	Tetragnatha montana	Tetragnatha montana Simon, 1874	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_249	Yeszhanov A.B.	NA	3	female	adult	present	in collection	NA	NA	2021-10-17	2021	10	17	Hilly semidesert	manual collecting	561	NA	Asia	KZ	Kazakhstan	Almaty Region	Talgarskiy District	near Shengeldy village	43.976056	77.416333	WGS84	30	Yeszhanov A.B.	2021	NA	520	524	KATO: 191037100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	marikovskyi	Logunov, 2013	Alopecosa marikovskyi	Alopecosa marikovskyi Logunov, 2013	SPECIES	Kim L.V.	2021	NA	needs to be dscribed as sp.n
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_250	Yeszhanov A.B.	NA	2	male	adult	present	in collection	NA	NA	2021-10-17	2021	10	17	Hilly semidesert	manual collecting	562	NA	Asia	KZ	Kazakhstan	Almaty Region	Talgarskiy District	near Shengeldy village	43.976056	77.416333	WGS84	30	Yeszhanov A.B.	2021	NA	520	524	KATO: 191037100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Alopecosa	marikovskyi	Logunov, 2013	Alopecosa marikovskyi	Alopecosa marikovskyi Logunov, 2013	SPECIES	Kim L.V.	2021	NA	needs to be dscribed as sp.n
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_251	Kim L.V.	NA	1	female	adult	present	in collection	NA	NA	2022-05-17	2022	5	17	Hilly semidesert	manual collecting	723	NA	Asia	KZ	Kazakhstan	Almaty Region	Talgarskiy District	near Shengeldy village	43.9782	77.4147	WGS84	75	Kim L.V.	2022	NA	521	524	KATO: 191037100	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Steatoda	albomaculata	(De Geer, 1778)	Steatoda albomaculata	Steatoda albomaculata (De Geer, 1778)	SPECIES	Kim L.V.	2022	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_252	Yeszhanov A.B.	NA	2	female	adult	present	in collection	NA	NA	2021	2021	NA	NA	Semidesert	manual collecting	481	NA	Asia	KZ	Kazakhstan	Almaty Region	Panfilovskiy District	2.5 km E from Aidarly village	44.030472	79.553500	WGS84	30	Kim L.V.	2021	NA	527	529	KATO: 334633100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Arctosa	stigmosa	(Thorell, 1875)	Arctosa stigmosa	Arctosa stigmosa (Thorell, 1875)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_253	Yeszhanov A.B.	NA	1	male	adult	present	in collection	NA	NA	2021	2021	NA	NA	Semidesert	manual collecting	482	NA	Asia	KZ	Kazakhstan	Almaty Region	Panfilovskiy District	2.5 km E from Aidarly village	44.030472	79.553500	WGS84	30	Kim L.V.	2021	NA	527	529	KATO: 334633100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Arctosa	stigmosa	(Thorell, 1875)	Arctosa stigmosa	Arctosa stigmosa (Thorell, 1875)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_254	Salmenova M.Ye.	NA	1	female	adult	present	in collection	NA	NA	2021-08-22	2021	8	22	Semidesert	manual collecting	25	NA	Asia	KZ	Kazakhstan	Almaty Region	Kerbulakskiy District	Altyn-Emel National Park, Shygan cordon	44.115921	78.702649	WGS84	30	Salmenova M.Ye.	2021	NA	886	888	KATO: 334035100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Arctosa	cinerea	(Fabricius, 1777)	Arctosa cinerea	Arctosa cinerea (Fabricius, 1777)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_255	Salmenova M.Ye.	NA	1	female	adult	present	in collection	NA	NA	2021	2021	NA	NA	Semidesert	manual collecting	43	NA	Asia	KZ	Kazakhstan	Almaty Region	Kerbulakskiy District	Altyn-Emel National Park, Shygan cordon	44.115921	78.702649	WGS84	30	Kim L.V.	2021	NA	886	888	KATO: 334035100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Lycosa	singoriensis	(Laxmann, 1770)	Lycosa singoriensis	Lycosa singoriensis (Laxmann, 1770)	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_256	Kim L.V.	NA	1	female	adult	present	in collection	NA	NA	2020-07-07	2020	7	7	Semidesert	entomological net sweeping	48	NA	Asia	KZ	Kazakhstan	Almaty Region	Kerbulakskiy District	Altyn-Emel National Park	44.116389	78.701111	WGS84	30	Kim L.V.	2020	NA	886	890	KATO: 334035100	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Neoscona	adianta	(Walckenaer, 1802)	Neoscona adianta	Neoscona adianta (Walckenaer, 1802)	SPECIES	Kim L.V.	2020	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_257	Yeszhanov A.B.	NA	1	female	adult	present	in collection	NA	NA	2021-08-25	2021	8	25	Hilly semidesert	manual collecting	596	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	20 km from Karaoi village	45.947497	74.972844	WGS84	30	Yeszhanov A.B.	2021	NA	346	346	KATO: 193657100	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Kim L.V.	2021	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_258	Nekhaev I.O.	IZRK_Ara-450	1	female	adult	present	in collection	NA	1-4.07.2024	2024-07-01/04	2024	7	NA	NA	pitfall traps	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	Balkhash Lake, E of Ulken village	45.206590	73.992437	WGS84	30	Nekhaev I.O.	2024	"45°12'23.7""N 73°59'32.8"" E"	339	341	NA	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	spasskyi	Ponomarev, 1979	Berlandina spasskyi	Berlandina spasskyi Ponomarev, 1979	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_259	Nekhaev I.O.	IZRK_Ara-450	1	male	adult	present	in collection	NA	1-4.07.2024	2024-07-01/04	2024	7	NA	NA	pitfall traps	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	Balkhash Lake, E of Ulken village	45.206590	73.992437	WGS84	30	Nekhaev I.O.	2024	"45°12'23.7""N 73°59'32.8"" E"	339	341	NA	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Berlandina	spasskyi	Ponomarev, 1979	Berlandina spasskyi	Berlandina spasskyi Ponomarev, 1979	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_260	Asylbek A.M.	IZRK_Ara-455	1	female	adult	present	in collection	NA	6.06.2024	2024-06-06	2024	6	6	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Jetisu Region	Kerbulakskiy District	Altyn-Emel National Park, near 700 year old willow. House of the park ranger	43.926156	78.794386	WGS84	30	Asylbek A.M.	2024	"43°55'34.16""N 78°47'39.79"" E"	618	620	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_261	Asylbek A.M.	IZRK_Ara-455	3	male	adult	present	in collection	NA	6.06.2024	2024-06-06	2024	6	6	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Jetisu Region	Kerbulakskiy District	Altyn-Emel National Park, near 700 year old willow. House of the park ranger	43.926156	78.794386	WGS84	30	Asylbek A.M.	2024	"43°55'34.16""N 78°47'39.79"" E"	618	620	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_262	Asylbek A.M.	IZRK_Ara-463	3	female	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Neoscona	adianta	(Walckenaer, 1802)	Neoscona adianta	Neoscona adianta (Walckenaer, 1802)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_263	Asylbek A.M.	IZRK_Ara-463	1	male	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Neoscona	adianta	(Walckenaer, 1802)	Neoscona adianta	Neoscona adianta (Walckenaer, 1802)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_264	Asylbek A.M.	IZRK_Ara-464	7	female	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	nebulosa	(Thorell, 1872)	Pardosa nebulosa	Pardosa nebulosa (Thorell, 1872)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_265	Asylbek A.M.	IZRK_Ara-464	2	male	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	nebulosa	(Thorell, 1872)	Pardosa nebulosa	Pardosa nebulosa (Thorell, 1872)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_266	Asylbek A.M.	IZRK_Ara-467	2	female	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_267	Asylbek A.M.	IZRK_Ara-467	4	male	adult	present	in collection	NA	10.06.2024	2024-06-10	2024	6	10	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Jetisu Region	Aksuskiy District	near Matai village	45.874950	78.783281	WGS84	30	Asylbek A.M.	2024	"45°52'29.82""N 78°46'59.81"" E"	418	420	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_268	Asylbek A.M.	IZRK_Ara-471	2	female	adult	present	in collection	NA	13.06.2024	2024-06-13	2024	6	13	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	near Bakanas village	44.783333	76.450000	WGS84	30	Asylbek A.M.	2024	44°47'N 76°27' E	404	406	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_269	Asylbek A.M.	IZRK_Ara-471	4	male	adult	present	in collection	NA	13.06.2024	2024-06-13	2024	6	13	NA	manual collecting	NA	temporary disposition: Novosibirsk, Fomichev A.A.	Asia	KZ	Kazakhstan	Almaty Region	Balkhashskiy District	near Bakanas village	44.783333	76.450000	WGS84	30	Asylbek A.M.	2024	44°47'N 76°27' E	404	406	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Evippa	sjostedti	Schenkel, 1936	Evippa sjostedti	Evippa sjostedti Schenkel, 1936	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_270	Yeszhanov A.B.	IZRK_Ara-487	1	female	adult	present	in collection	NA	22-23.06.2024	2024-06-22/23	2024	6	NA	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.511555	76.886528	WGS84	30	Yeszhanov A.B.	2024	"43°30'41.6""N 76°53'11.5"" E"	597	599	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	gromovi	Ballarin, Marusik, Omelko & Koponen, 2012	Pardosa gromovi	Pardosa gromovi Ballarin, Marusik, Omelko & Koponen, 2012	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_271	Yeszhanov A.B.	IZRK_Ara-487	1	male	adult	present	in collection	NA	22-23.06.2024	2024-06-22/23	2024	6	NA	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.511555	76.886528	WGS84	30	Yeszhanov A.B.	2024	"43°30'41.6""N 76°53'11.5"" E"	597	599	NA	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pardosa	gromovi	Ballarin, Marusik, Omelko & Koponen, 2012	Pardosa gromovi	Pardosa gromovi Ballarin, Marusik, Omelko & Koponen, 2012	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_272	Yeszhanov A.B.	IZRK_Ara-494	3	female	adult	present	in collection	NA	22-23.06.2024	2024-06-22/23	2024	6	NA	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.511555	76.886528	WGS84	30	Yeszhanov A.B.	2024	"43°30'41.6""N 76°53'11.5"" E"	597	599	NA	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae	Archaeodictyna	consecuta	(O. Pickard-Cambridge, 1872)	Archaeodictyna consecuta	Archaeodictyna consecuta (O. Pickard-Cambridge, 1872)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_273	Yeszhanov A.B.	IZRK_Ara-494	3	male	adult	present	in collection	NA	22-23.06.2024	2024-06-22/23	2024	6	NA	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	NA	43.511555	76.886528	WGS84	30	Yeszhanov A.B.	2024	"43°30'41.6""N 76°53'11.5"" E"	597	599	NA	Animalia	Arthropoda	Arachnida	Araneae	Dictynidae	Archaeodictyna	consecuta	(O. Pickard-Cambridge, 1872)	Archaeodictyna consecuta	Archaeodictyna consecuta (O. Pickard-Cambridge, 1872)	SPECIES	Nekhaeva A.A.	2024	NA	NA
Spider (Arachnida, Araneae) fauna of the lowland part of the Balkhash-Alakol basin (SE Kazakhstan): IZKN collection data	PhysicalObject	PreservedSpecimen	2025-05-30	en	CC-BY	Institute of Zoology of the National Academy of Sciences, Republic of Kazakhstan (IZRK)	NA	https://zool.kz/	IZRK_spiders_274	Yeszhanov A.B.	IZRK_Ara-541	1	female	adult	present	in collection	NA	7.09.2024	2024-09-07	2024	9	7	NA	manual collecting	NA	NA	Asia	KZ	Kazakhstan	Almaty Region	Iliyskiy District	Sorbulak Lake	43.646389	76.649722	WGS84	30	Yeszhanov A.B.	2024	"43°38'47.0""N 76°38'59.0"" E"	621	623	NA	Animalia	Arthropoda	Arachnida	Araneae	Gnaphosidae	Nomisia	aussereri	(L. Koch, 1872)	Nomisia aussereri	Nomisia aussereri (L. Koch, 1872)	SPECIES	Nekhaeva A.A.	2024	NA	NA
